2026-06-11 13:58:32,838 | WARNING  | data_quality:243 | fund_master: 3 issue(s) (score=85.7%)
2026-06-11 14:19:47,314 | INFO     | live_nav:68 | Saved Kotak_Bluechip (code 120841): 3308 rows
2026-06-11 14:19:47,856 | INFO     | live_nav:105 | Combined: 19840 rows saved to /home/saikat/bluestock_mf_capstone/data/raw/live_nav_combined.csv
2026-06-11 14:19:47,997 | INFO     | pipeline:104 | OK (Live NAV Fetch): 22.7s
2026-06-11 14:19:47,997 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:19:47,997 | INFO     | pipeline:92 | Running: Data Cleaning
2026-06-11 14:19:47,997 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:19:48,713 | INFO     | pipeline:104 | OK (Data Cleaning): 0.7s
2026-06-11 14:19:48,713 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:19:48,713 | INFO     | pipeline:92 | Running: Database Load
2026-06-11 14:19:48,713 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:19:49,931 | INFO     | pipeline:104 | OK (Database Load): 1.2s
2026-06-11 14:19:49,931 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:19:49,931 | INFO     | pipeline:92 | Running: Performance Analytics
2026-06-11 14:19:49,931 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:19:51,100 | INFO     | pipeline:104 | OK (Performance Analytics): 1.2s
2026-06-11 14:19:51,100 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:19:51,100 | INFO     | pipeline:92 | Running: EDA Charts (15)
2026-06-11 14:19:51,100 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:20:01,595 | INFO     | pipeline:104 | OK (EDA Charts (15)): 10.5s
2026-06-11 14:20:01,595 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:20:01,595 | INFO     | pipeline:92 | Running: Performance Charts
2026-06-11 14:20:01,595 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:20:04,870 | INFO     | pipeline:104 | OK (Performance Charts): 3.3s
2026-06-11 14:20:04,870 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:20:04,870 | INFO     | pipeline:92 | Running: Advanced Analytics
2026-06-11 14:20:04,870 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:20:07,942 | INFO     | pipeline:104 | OK (Advanced Analytics): 3.1s
2026-06-11 14:20:07,942 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:20:07,943 | INFO     | pipeline:92 | Running: Data Quality Report
2026-06-11 14:20:07,943 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:20:08,353 | WARNING  | data_quality:243 | fund_master: 3 issue(s) (score=85.7%)
2026-06-11 14:20:08,393 | WARNING  | data_quality:243 | nav_history: 2 issue(s) (score=85.7%)
2026-06-11 14:20:08,399 | INFO     | data_quality:245 | aum_data: clean (score=100.0%)
2026-06-11 14:20:08,405 | WARNING  | data_quality:243 | sip_data: 2 issue(s) (score=71.4%)
2026-06-11 14:20:08,407 | WARNING  | data_quality:243 | category_inflows: 1 issue(s) (score=85.7%)
2026-06-11 14:20:08,414 | INFO     | data_quality:245 | folio_data: clean (score=100.0%)
2026-06-11 14:20:08,428 | WARNING  | data_quality:243 | scheme_performance: 4 issue(s) (score=85.7%)
2026-06-11 14:20:08,537 | WARNING  | data_quality:243 | investor_transactions: 1 issue(s) (score=85.7%)
2026-06-11 14:20:08,546 | WARNING  | data_quality:243 | portfolio_holdings: 2 issue(s) (score=85.7%)
2026-06-11 14:20:08,559 | INFO     | data_quality:245 | benchmark_data: clean (score=100.0%)
2026-06-11 14:20:08,569 | INFO     | data_quality:296 | Data quality report saved to /home/saikat/bluestock_mf_capstone/reports/data_quality_report.json
2026-06-11 14:20:08,758 | INFO     | pipeline:104 | OK (Data Quality Report): 0.8s
2026-06-11 14:20:08,759 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:20:08,759 | INFO     | pipeline:92 | Running: Portfolio Optimizer
2026-06-11 14:20:08,759 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:20:09,274 | INFO     | portfolio_optimizer:54 | Loaded 40 funds, 1607 trading days
2026-06-11 14:20:25,043 | INFO     | portfolio_optimizer:267 | Efficient frontier saved to /home/saikat/bluestock_mf_capstone/charts/efficient_frontier.png
2026-06-11 14:20:26,005 | INFO     | pipeline:104 | OK (Portfolio Optimizer): 17.2s
2026-06-11 14:20:26,006 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:20:26,006 | INFO     | pipeline:92 | Running: Anomaly Detector
2026-06-11 14:20:26,006 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:20:26,677 | INFO     | anomaly_detector:60 | Loaded 40 funds, 1608 days for anomaly detection
2026-06-11 14:20:26,691 | INFO     | anomaly_detector:169 | HDFC Top 100 Fund - Regular Plan - Growt: 470 anomaly(-ies) detected
2026-06-11 14:20:26,700 | INFO     | anomaly_detector:169 | HDFC Short Term Debt Fund - Regular - Gr: 463 anomaly(-ies) detected
2026-06-11 14:20:26,710 | INFO     | anomaly_detector:169 | HDFC Mid-Cap Opportunities Fund - Regula: 484 anomaly(-ies) detected
2026-06-11 14:20:26,719 | INFO     | anomaly_detector:169 | ABSL Frontline Equity Fund - Regular - G: 468 anomaly(-ies) detected
2026-06-11 14:20:26,732 | INFO     | anomaly_detector:169 | ABSL Small Cap Fund - Regular - Growth: 470 anomaly(-ies) detected
2026-06-11 14:20:26,740 | INFO     | anomaly_detector:169 | ABSL Liquid Fund - Regular - Growth: 459 anomaly(-ies) detected
2026-06-11 14:20:26,750 | INFO     | anomaly_detector:169 | UTI Nifty 50 Index Fund - Regular - Grow: 485 anomaly(-ies) detected
2026-06-11 14:20:26,759 | INFO     | anomaly_detector:169 | UTI Mid Cap Fund - Regular - Growth: 477 anomaly(-ies) detected
2026-06-11 14:20:26,768 | INFO     | anomaly_detector:169 | UTI Flexi Cap Fund - Regular - Growth: 471 anomaly(-ies) detected
2026-06-11 14:20:26,777 | INFO     | anomaly_detector:169 | Nippon India Large Cap Fund - Regular - : 472 anomaly(-ies) detected
2026-06-11 14:20:26,786 | INFO     | anomaly_detector:169 | Nippon India Large Cap Fund - Direct - G: 485 anomaly(-ies) detected
2026-06-11 14:20:26,795 | INFO     | anomaly_detector:169 | Nippon India Small Cap Fund - Regular - : 480 anomaly(-ies) detected
2026-06-11 14:20:26,808 | INFO     | anomaly_detector:169 | Nippon India ETF Nifty 50 BeES: 482 anomaly(-ies) detected
2026-06-11 14:20:26,819 | INFO     | anomaly_detector:169 | Nippon India Gilt Securities Fund - Regu: 461 anomaly(-ies) detected
2026-06-11 14:20:26,830 | INFO     | anomaly_detector:169 | Axis Bluechip Fund - Regular - Growth: 477 anomaly(-ies) detected
2026-06-11 14:20:26,839 | INFO     | anomaly_detector:169 | Axis Bluechip Fund - Direct - Growth: 474 anomaly(-ies) detected
2026-06-11 14:20:26,850 | INFO     | anomaly_detector:169 | Axis Midcap Fund - Regular - Growth: 470 anomaly(-ies) detected
2026-06-11 14:20:26,858 | INFO     | anomaly_detector:169 | Axis Small Cap Fund - Regular - Growth: 489 anomaly(-ies) detected
2026-06-11 14:20:26,867 | INFO     | anomaly_detector:169 | SBI Magnum Gilt Fund - Regular Plan - Gr: 484 anomaly(-ies) detected
2026-06-11 14:20:26,876 | INFO     | anomaly_detector:169 | SBI Bluechip Fund - Regular Plan - Growt: 477 anomaly(-ies) detected
2026-06-11 14:20:26,921 | INFO     | anomaly_detector:169 | SBI Bluechip Fund - Direct Plan - Growth: 463 anomaly(-ies) detected
2026-06-11 14:20:26,932 | INFO     | anomaly_detector:169 | SBI Small Cap Fund - Regular Plan - Grow: 479 anomaly(-ies) detected
2026-06-11 14:20:26,939 | INFO     | anomaly_detector:169 | SBI Small Cap Fund - Direct Plan - Growt: 480 anomaly(-ies) detected
2026-06-11 14:20:26,948 | INFO     | anomaly_detector:169 | ICICI Pru Bluechip Fund - Regular - Grow: 470 anomaly(-ies) detected
2026-06-11 14:20:26,956 | INFO     | anomaly_detector:169 | ICICI Pru Bluechip Fund - Direct - Growt: 466 anomaly(-ies) detected
2026-06-11 14:20:26,966 | INFO     | anomaly_detector:169 | ICICI Pru Midcap Fund - Regular - Growth: 469 anomaly(-ies) detected
2026-06-11 14:20:26,975 | INFO     | anomaly_detector:169 | ICICI Pru Value Discovery Fund - Regular: 481 anomaly(-ies) detected
2026-06-11 14:20:26,983 | INFO     | anomaly_detector:169 | ICICI Pru Liquid Fund - Regular - Growth: 458 anomaly(-ies) detected
2026-06-11 14:20:26,991 | INFO     | anomaly_detector:169 | Kotak Bluechip Fund - Regular - Growth: 467 anomaly(-ies) detected
2026-06-11 14:20:26,999 | INFO     | anomaly_detector:169 | Kotak Emerging Equity Fund - Regular - G: 476 anomaly(-ies) detected
2026-06-11 14:20:27,009 | INFO     | anomaly_detector:169 | Kotak Flexicap Fund - Regular - Growth: 482 anomaly(-ies) detected
2026-06-11 14:20:27,016 | INFO     | anomaly_detector:169 | Kotak Liquid Fund - Regular - Growth: 458 anomaly(-ies) detected
2026-06-11 14:20:27,025 | INFO     | anomaly_detector:169 | HDFC Top 100 Fund - Direct Plan - Growth: 473 anomaly(-ies) detected
2026-06-11 14:20:27,034 | INFO     | anomaly_detector:169 | HDFC Mid-Cap Opportunities Fund - Direct: 487 anomaly(-ies) detected
2026-06-11 14:20:27,044 | INFO     | anomaly_detector:169 | Mirae Asset Large Cap Fund - Regular - G: 480 anomaly(-ies) detected
2026-06-11 14:20:27,053 | INFO     | anomaly_detector:169 | Mirae Asset Emerging Bluechip Fund - Reg: 486 anomaly(-ies) detected
2026-06-11 14:20:27,064 | INFO     | anomaly_detector:169 | Mirae Asset Tax Saver Fund - Regular - G: 485 anomaly(-ies) detected
2026-06-11 14:20:27,072 | INFO     | anomaly_detector:169 | DSP Top 100 Equity Fund - Regular - Grow: 473 anomaly(-ies) detected
2026-06-11 14:20:27,081 | INFO     | anomaly_detector:169 | DSP Midcap Fund - Regular - Growth: 467 anomaly(-ies) detected
2026-06-11 14:20:27,090 | INFO     | anomaly_detector:169 | DSP Small Cap Fund - Regular - Growth: 505 anomaly(-ies) detected
2026-06-11 14:20:29,166 | INFO     | anomaly_detector:312 | Anomaly report saved to /home/saikat/bluestock_mf_capstone/reports/anomaly_report.csv
2026-06-11 14:20:29,730 | INFO     | pipeline:104 | OK (Anomaly Detector): 3.7s
2026-06-11 14:20:29,731 | INFO     | pipeline:213 | ══════════════════════════════════════════════════
2026-06-11 14:20:29,732 | INFO     | pipeline:214 | Pipeline complete: 11 passed, 0 failed out of 11 steps
2026-06-11 14:20:29,732 | INFO     | pipeline:216 | ══════════════════════════════════════════════════
2026-06-11 14:47:11,287 | INFO     | pipeline:185 | Starting pipeline: Bluestock Mutual Fund Analytics
2026-06-11 14:47:11,288 | INFO     | pipeline:186 | Steps: 7 (Data Ingestion, Data Cleaning, Database Load, Performance Analytics, EDA Charts (15), Performance Charts, Advanced Analytics)
2026-06-11 14:47:11,295 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:47:11,295 | INFO     | pipeline:92 | Running: Data Ingestion
2026-06-11 14:47:11,295 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:47:11,661 | INFO     | pipeline:104 | OK (Data Ingestion): 0.4s
2026-06-11 14:47:11,662 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:47:11,662 | INFO     | pipeline:92 | Running: Data Cleaning
2026-06-11 14:47:11,662 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:47:12,378 | INFO     | pipeline:104 | OK (Data Cleaning): 0.7s
2026-06-11 14:47:12,378 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:47:12,379 | INFO     | pipeline:92 | Running: Database Load
2026-06-11 14:47:12,379 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:47:13,696 | INFO     | pipeline:104 | OK (Database Load): 1.3s
2026-06-11 14:47:13,697 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:47:13,697 | INFO     | pipeline:92 | Running: Performance Analytics
2026-06-11 14:47:13,697 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:47:14,817 | INFO     | pipeline:104 | OK (Performance Analytics): 1.1s
2026-06-11 14:47:14,817 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:47:14,818 | INFO     | pipeline:92 | Running: EDA Charts (15)
2026-06-11 14:47:14,818 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:47:25,265 | INFO     | pipeline:104 | OK (EDA Charts (15)): 10.4s
2026-06-11 14:47:25,266 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:47:25,266 | INFO     | pipeline:92 | Running: Performance Charts
2026-06-11 14:47:25,266 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:47:28,538 | INFO     | pipeline:104 | OK (Performance Charts): 3.3s
2026-06-11 14:47:28,539 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:47:28,539 | INFO     | pipeline:92 | Running: Advanced Analytics
2026-06-11 14:47:28,539 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:47:31,513 | INFO     | pipeline:104 | OK (Advanced Analytics): 3.0s
2026-06-11 14:47:31,514 | INFO     | pipeline:213 | ══════════════════════════════════════════════════
2026-06-11 14:47:31,514 | INFO     | pipeline:214 | Pipeline complete: 7 passed, 0 failed out of 7 steps
2026-06-11 14:47:31,514 | INFO     | pipeline:216 | ══════════════════════════════════════════════════
